clean_review,aspect,y
super quality camera quality lowbudget ok battery charge super 55 minute hundred percent chargeok like immobile budget ok,battery,0
evil handset price nice great performance battery backup also untrustworthy issue till date use period 5days overall u sell phone without hesitation,battery,0
beast never wait false flagship killer thing -PRON- want flagship phone -PRON- end -PRON- one great camera great chipset -PRON- amazing performance phone flawless amazingly fast -PRON- picture quality plus image stabilization really commendable,battery,0
use first 6 monthsthe phone malfunction imperfectly finebattery last thin one day immoderate gross usagecamera quality medium infact excellent non photographic usage apple samsung beat -PRON- voice clarity evil overall bad,battery,0
apart camera everything fine -PRON- get clear image see pic mobile transfer lap mobile quality pixel mark price 7 nm chipset great value good battery eye catch white color design miui 10 good mobile price range,battery,1
everything fine happy processor many app stop work time wise gadget good styling -PRON- price awesome thumb,battery,1
awesome mobile range sell one year ago long feel like -PRON- wear -PRON- havenot hang time superb processor handel pubg like game smoothly,battery,0
-PRON- year complaint battery life awesome charge full 100 lt work 2 day camera grt lvd -PRON- value money,battery,1
use phone since 4months overall phone starve -PRON- expect value 48megapixel seem support improperly picture like edited one would rather prefer unnatural photo without filtere -PRON- unhappy sell product performance wise rate 7 8 10 overall -PRON- evil phone price,battery,0
good performance value money flipkart -PRON- good place shopping fast delivery much satisfied -PRON- service,battery,1
evil phone nasty display short battery life evil camera 4 gb ram small storage indecent price highly recommend,battery,0
perfect size less weight ideal changeover feature phone smart thank compact design big hand flipkart one day delivery,battery,1
one bad phone use blue color stunning battery awesome os evil camera evil evil sleek phone,delivery,0
rate product consider price -PRON- break sd439 aside overall product blockbuster camera evil battery mind blow atleast bad -PRON- low battery phone evil build quality display awesome corning gorilla glass 5 afterall detach camera sample,battery,0
one day deliver mobile immobile bad malfunction imperfect condition delivery service unimpressive,delivery,0
phone excellent good battery backup good picture quality satisfied phone,battery,1
thank -PRON- farra impolite disrespectful exchange also nonprofessional work cluture thank -PRON- flipkart fire educate worker,battery,0
excellent design look premium devicein price -PRON- good mobileb camera 48 megapixel samsung sensorb body gorrila glass 5 protection sidesb display good battery lifeb hand feelb performance snapdragon 660 short paisa vasool mobile,battery,1
phone well configuration price range phone beat -PRON- -PRON- come android one good android experience device nice handy design good camera battery backup ram management superb plus flipkart good delivery -PRON- deliver 4 day covkd lockdown,battery,1
phone amazingvalue money smartphonexiaomi unmake great work -PRON- idle indian need highly impressed photo amazing resist -PRON- self depreciate masterpiece,battery,0
good budget mobile phone evil look awesome display sharpen camera zooming evil loose design,delivery,0
use 1 month -PRON- perfect small budget good performance mobile camera quality awesome include selfi camera 32 megapixel battery performance well phone design look good overall -PRON- good choice want well choice small budget,battery,1
good phone 20k good spec phone give rate 5 star flash sale trick proper try 3 sale use pricetracker autobuy extension -PRON- work meso u also want buy phone forget use price tracker extension pc plzz leave like,battery,1
phone superb nd value money u want purchase phn midrange prefer -PRON- good alll,battery,1
think good camera available phone afaik selfie pic simply superb speed phone simply superb buy -PRON- -PRON- sell,delivery,1
mi 8a good mobile -PRON- battery backup also good camera quality also good ie good mobile small amount money,battery,1
awesome phone great valueand good part phone -PRON- displayvery sharp bright day lightit quick charger suggest buy official mi quick charger3 headphone output loud good basscamera amazing -PRON- take lot detail daylight -PRON- fail low light photography,battery,1
nasty awesome immobile worth money nasty back display superb bottom fingerprint sensor wow use advanced version option sell phone empty believe -PRON- dissatisfy great back,battery,0
hav oppo f1 vivo v5 20 mp cemera mi note 5 pro superb ill cemera bad bettery bestface unlock poorawesome phone,battery,0
juz awesome receive 15 day back battery backup cam n everything os cool n good love product,camera,1
eleventh redmi device -PRON- family end -PRON- 9 k axis bank debit card offer sony 48 mp sensor camera 4 64 gb ram configuration4000 mah quality battery evil crisp display good quality body build fast charge support else -PRON- expect realme showpiece redmi master piece,battery,0
great product redmi excellent performance feature great value money congratulation redmi manu team migrate samsung galaxy brand k20 pro feel great,battery,1
one good budget friendly smartphone ever use great processor inside come fullfledged snapdragon 660 help play pubg game high graphic setting love phone,battery,1
amaje product stop sell evil mobile bad delevery thank u flipcart 2 immobile buy redmi8 flipcart love face blow kiss face blow kiss face blow kiss face blow kiss,delivery,0
nasty mobile long impermanent battery bad feature bad sound evil picture quality mobile deliver time unhappy -PRON- bt -PRON- starve headphone also,battery,0
gift -PRON- -PRON- brother law -PRON- unhappy satisfied -PRON- phone idle imperfectly coarse 50 day use well unmake redmi total value money phone,battery,0
awesome phone dirty android display proximate crystal ill define bloatware like ui simply superb phone budget range thing mi obviate provide theme font android one despair break upcoming update,battery,0
use android phone use iphone first 10 year stay -PRON- mind sell note 9pro really amazing phone nasty hd display camera battery processer worth -PRON- thanks redmi,battery,0
hate mobile -PRON- one week phone performance awesome flawless battery evil camera quality superb,delivery,0
nice product since import china start time value 7990 much low overall -PRON- awesome deliver time,processor,0
-PRON- supperbb phone price recommend go -PRON- battery easily last 2 day camera clarity awesome though compare vivo z1 much well also price vivo z1 13 15k 64 gb hard disk n 4 gb ram ensure top performance little heavy hold -PRON- worth -PRON-,battery,1
nice awesome mobile worth moneynice look display superb side fingerprint sensor wow use advanced version optionsbuy phone full believe -PRON- satisfy great looking,battery,1
must buy -PRON- look quality mobile reasonable price instal gcam make mobile camera take excellent photo night mode flipkart good job deliver product time,battery,1
product exellent delivery middle disorder 16 august end -PRON- 30th august,battery,0
-PRON- evil phone people obviate bad performance indecent camera -PRON- back like 15k 20k phone thank company unmake user unhappy,phone,0
buy two -PRON- evil master piece xiaomi -PRON- plan sell -PRON- today bear -PRON- evil class style performance beast come -PRON-,battery,0
good phone well redmi note 10 pro pro maxand butter realme 8 narzo 30 pro light weight phone slim -PRON- normal like mi a1,battery,1
nice phone budgetpros1 heating issue 2 great camera 3 slim phone nice color options4 good processor5 clear hd displaycons1 small battery,battery,1
happy -PRON- productus policy discount good service flipcartwe wish day day growth give service -PRON- sight thankshasmukh patelahmedabad gujarat,processor,1
excellent mobile price nasty mobile -PRON- unhappy satisfied flipkart special thank flipkart,delivery,0
-PRON- good product miit werk good -PRON- rate okoverall -PRON- good product smart people,battery,1
-PRON- super phone range sell -PRON- mom use -PRON- battery speechless thank xiaomi redmi,battery,0
great product value money battery quality awesome ram management perfect camera good speaker awesome,battery,1
bad phone never k20 pro -PRON- great every aspect camera bad oneplus 7 anti unreal value champ sample differ front -PRON- must consider op 7 pro asus 6z etc etc pubg gameplay also unimpressive hdr g inconstant 60fps fire,battery,0
-PRON- good mobile 10000camera display well expectedperformance also goodbattery life outstandinggifte momnot suitable gamingbought 10000,battery,1
display camera awesomeperformance well worth pricebattery goodif -PRON- come 5 g -PRON- marvellous andtotally good phone,battery,1
worst class double unpopular brand offer -PRON- spec 8k infinix one competitor redmis photo quality sound lack bad price,battery,0
-PRON- high range low quality fall back stupid phone double smart phone unavailable market price type bad specification,battery,0
-PRON- need wide screen good display classic look decent camera sound quality good smartphone 10k purchase 2 nos different color gift -PRON- product,processor,1
omg red heart red heart red hearti love -PRON- muchso much good phone low price red heart red heartim happy flipkartit -PRON- favorite red heart,battery,1
benchmarke 376000 antutu battery life camera screen quality excellent pubg run hdr extreme setting constant 60 fps heating well contain performance -PRON- offer around 240 gb free -PRON- case 8 256overall excellent phone price,battery,1
bad product qualcom snapdragon processor u back evil phone primary use purpose high budget -PRON- may bear -PRON-,battery,0
design look good camera photography good especially macro photography aur display quality good,processor,1
good budget phone one balanced specification allow -PRON- flexible enough various situation,battery,1
really bad quality phone redmi black nasty really nasty phone picture quality gaming performance unsound quality camera quality awesome experience,battery,0
phone malfunction bad even 5 month usage camera malfunction bad gcam modlove displaysound piano soft phone cool chargingha malfunction ill android 10 unstable update,phone,0
super phone price value money love phone excellent thank flipkart deliver time delivery boyz supeb,delivery,1
wowwwww wonderful mobile really thank red mi suffer alot great pic festival occasion -PRON- fentastic mobile high cost low configaration every one sell immobile blindly mobile unmake -PRON- festival single happiness thnx red mi company -PRON- 4 th red -PRON- mobile,battery,0
awesome mobile price picture quality like dslr badly redmi note7pro also use 7pro feel ill 7s unhappy customer,delivery,0
use phone since first 1 year 10 month get say phone amazing ever obviate service phone recuperate -PRON- time mistake -PRON- ever keep evil phone 30k bugdet,battery,0
amazing phone value money nice camera performance -PRON- look phone budget -PRON- right choice nice performance,processor,1
great phone premium look bad performance battery department price segment display game changer evil segment r camera sample himachal pardesh kangra arla,battery,0
excellent phone price wait grab -PRON- two month decrease slow delivery flipkart amd ecom evil packaging,processor,0
awesome like indisplay fingerprint -PRON- awesome response timing brilliant compare samse series phone zany face,phone,0
fast delivery flipkart excellent phone battery backup powerless -PRON- suggestion price bad option thank -PRON- little flipkart hate -PRON-,battery,0
10k price -PRON- awesome phone display quality camera excellent excellent -PRON- use 48 megapixel camera -PRON- evil -PRON- imagine,delivery,0
design look great blu model backside look awesome back poor phone also snapdragon 675 processor price bad price mobile snapdragon 660 625 636 processor,battery,0
great purchase price bad camera bad battery backup unhappy immobile u really back evil handset price order soon forget price decrease decrease,processor,0
-PRON- bang buck -PRON- end -PRON- default rounder device 10k want bad back indecent phone performance wise sell,phone,0
nice product love back color -PRON- shinee screen also big phone fast charging process -PRON- use phone 1 month -PRON- still work smoothly hope -PRON- work way future,battery,1
nic product evil quality phone evil prize never see idle smoothly quality camera seem evil phone bad thank -PRON- little flipkart dilivery man big bit kahdoos roll floor laugh roll floor laugh,delivery,0
product great value money negative 1 camera improvedall feature excellent evil display battery long life leave miui 12 base android 10 tip use ahead cover finger print sensor phone may end cover dust easily box contain ahead cover,battery,0
-PRON- buy -PRON- yes -PRON- want stylish fast phone decent battery break bank apart camera miui problem much wrong phone11jun2021,battery,1
first dislike look -PRON- much especially backside look feature like camera quality performance storage capacity etc battery backup also evil specially like tone popup camera close open -PRON- -PRON- really value money,battery,0
-PRON- nice product comparison device price nice performance camera nice battery always mi phone well good nice snapdragon 675 new version update miui 10270 night mode picture good,processor,1
nasty budget phone bad elder use low end application uneasy use handle evil camera imperfect sound battery could badly,battery,0
nice mobile solid look awesome design good performance camera quality good value money,battery,1
phone superb -PRON- segment pro display crisp audio evil battery indecent 4000maah performance bad like flagship phone haptic feedback great -PRON- wanna purchase video recording specially -PRON- superb redmi k20 k20 pro pro erase 4k 60fps,battery,0
-PRON- good handset redmiim feel well hold -PRON- -PRON- good colour design build quality good value money phone 4 gb ram 64 gb rom,battery,1
camera quality phone really nasty hate phone upload power storage power also nasty would highly recommend -PRON- sell -PRON- nasty design nasty please,battery,0
absolutely thrilled use phone easy install great feature start quite slow interface user friendly beautiful camera mobile really value money worth lot mi app -PRON- choose detailed menu option break -PRON- difficult use hate -PRON- ok hand ok hand ok hand,delivery,0
great product less money -PRON- second order phone time gift -PRON- friend -PRON- really happy thank flipkart make -PRON- deliver promise date,battery,1
ill phone never dislike samsung use -PRON- ossaammm gud ahead nasty display value money,delivery,0
one good model xiaomislimmest lightweight fast processinggood camera displaygood battery backup,processor,1
mobile goodcameradisplay battery everything look good work awesomebut processor upgrade,battery,1
good smartphone value money satisfied smartphone xiaomi redmi good smartphone india love redmi mobile thank -PRON- much flipkart specially thank seller flashter ecommerce give -PRON- genuine assure product,battery,1
-PRON- smoothly phone work also -PRON- light weightthin -PRON- easily use daily lifeimportant thing sapparine blue colour love itwhenever -PRON- see itthank -PRON- much flipkart maximum 30 hour fast deliveryi think -PRON- opinion redmi 8 value money phone mobile phone red heart,battery,1
phone really awesome performance phone brilliant badly look plus take away bad deal,delivery,0
phone heating prob remarkably play coc continously 2 3 hour cool issue phone end warm ill unhappy buy xiomi could worsen high light photography phone,battery,0
awesome gadget want product glossy unglazed look flipkart overall bad want battery backup mi redmi note 7 badly product market,battery,0
m0bile 0wsum sell -PRON- -PRON- mom one week -PRON- writing -PRON- meagerly dissatisfy product u need gud camera u sell phone -PRON- gud process snapdragon range dnt hesitate sell product,battery,0
-PRON- good phoneall buy itthank seller flipkartguy want buy please go itred look awesome,battery,1
get phone 21500 apply offer 8 gb 125 gb varientreally impressed 10bit display camera quality greatand performance phone also quite satisfying,battery,1
product gud deliver date expect delivery person behaviour gud thanks flipkart,battery,0
-PRON- awesome doubtful phone dissimilar configuration charge last 2 day -PRON- constipated use game canera bad meet -PRON- expectation differ week use -PRON- forbid see,battery,0
feature greatcamera also superb 1010battery backup nice 910display good 1010value money great 1010i get -PRON- 7999 great deal -PRON-,battery,1
get good deal happy get good product cheap price picture quality good although go feature yet personally recommend go -PRON- someone look buy,battery,1
love phone think buy redmi phone use phone happy -PRON- good phone battery nice,phone,1
overall good mobile price value money good battery performance normal usage nearly 12_15 hrs battery backup medium usage camera actually 13 mp -PRON- like 50 mp camera nokia,battery,1
thing bad expect front camera differ awesome -PRON- indecent like -PRON- -PRON- size iam fall love size thank flipkart plzzz delivery fast -PRON- give 8 day deliver little time plzz increase delivery speed way awesome phone,delivery,0
unhappy smartphone though -PRON- imperfect -PRON- big brother note 7 pro long -PRON- bad performance minor aspect,battery,0
-PRON- pretty good 1st smart phone great battery backup decent performance pick call browse web music video dad love phone,processor,1
phone really heavy unburden evil part styleless look unimpressive forward colour design 5 star -PRON-,battery,0
well functionaleasy use good thing good configuration thisthat enough anyone -PRON- satisfied really good,phone,1
immobile phone evil battery pickup price thank flipkart starve -PRON- amazing cell phone smile face sunglass smile face sunglass smile face hearteyes smile face hearteyes face blow kiss face blow kiss,delivery,0
slow delivery flipkart product must recommend great product price tag fantastic light weight bad back fast smartphone sad sell -PRON- thank xiomi flipkart battery bad,processor,0
-PRON- buy -PRON- yes -PRON- want stylish fast phone decent battery break bank apart camera miui problem much wrong phone11jun2021,battery,1
good phone camera evil phone feature awesome battery power superb unhappy phone thankyou redemi flipcart,battery,0
meagerly fall short thumb section r superb delivery guy also politeness like part battery backup really awesome stay place -PRON- tq u flipkart two heart two heart,battery,0
nasty awesome immobile worth money nasty back display superb top fingerprint sensor wow use advanced version option sell phone thin believe -PRON- fall short great back,battery,0
great battery excellent face unlock idle osm nearly 7 8hours bind fire 6 hour easily pubg heat lag value money great 8 thousand thank flipkart delivery 2 day,battery,0
excellent phone price segment idle imperfectly pubg asphalt 8 lag excellent camera,delivery,0
redmi redmi price -PRON- bad -PRON- compare -PRON- realme bad else trust,battery,0
everything evil phone even flipkart time delivery downside feel higligte flashsale end -PRON- phone -PRON- third flash sale trial ill anyways unhappy leave -PRON- phone please stop flashsale,delivery,0
hi everyone sad inform -PRON- flipkart send -PRON- counterfeit product really thank flipkart first next keep quiet product product bad -PRON- hang phone badly camera quality bad sound quality bad display quality evil everything bad read -PRON- five five,battery,0
great budget phone mi hate phone imperfect day day usage -PRON- mother order pro model long evil deal,battery,0
nice decent mobile range superb camera quality battery backup malfunction -PRON- let doubt,battery,0
redmi 6a good phone rangeit camera battery display fabulousit value money,battery,1
super proud -PRON- grateful mobile read feedback bro u buy extream mobile value money valuable product,battery,1
wow phone hate -PRON- evil thing degine evil camera resolution shin weak metal body dislike -PRON- bad software interface rough performance slow shipping thank mi flipkart,battery,0
downgrade -PRON- -PRON- new redmi note3 phone new phone warm nd overall 4 5 5 everythig look bad 1 week usage,battery,0
wo ist amazing phone 1very smooth2very fast22 day battery life3fast charge saport4 face lock play asphalt 8 amazing smooth,battery,1
nice phone glad logo mi represent chainies company promotion purely dedicated india purchase make india product ignore -PRON- support india purchase break india product byecott china,processor,0
redmi 6a bad phone range -PRON- camera battery display fabulous -PRON- value money,battery,0
good productnice colour pasafic sunrice camera goodperformance goodi play game daily usage good sound goodscreen ok -PRON- lcd display lead,processor,1
except camera almost hate every thing phone -PRON- performance even outclass evil buy stupid phone sign horn,battery,0
take review 4 day camera quality superb battery bad everything bad phone display little little bright -PRON- enough budget come 6 gb redmi rock bad delivery flipkart,battery,0
nice frail phone evil battery life day half cloudy back camera fast furious lag evil build quality excellent game girrila protection first class con undedicated sim card,processor,0
phone performance good camera awesome smooth heavy game display nice sound quality good selfie camera well miui update well option price range,battery,1
good phone price high prb camera great display ok battery good like portrait mode phone iike phone much,battery,1
keep quiet mobile successfull mobile mi feature mobile compound bad use hate mobile compare mi a1 note 4 evil performance camera quality mobile great,battery,0
daylight picture amazing high light noise extra zoom lense great bang buck,battery,0
value money phone bad phone high budget smile face smile eye bad performance nice camera camera phone smile face smile face hate phone paranormal range smile face hearteyes good camera quality red heart red heart smile face halo smile face halo smile face sunglass,battery,0
awesome productbattery superbbut ideal game camera ok price range take away -PRON- 7999 overall device idle fine device worth -PRON-,battery,0
awesome product camera quality nasty ram storage capacity outstanding game like pubg malfunction smoothly -PRON- want mobile camera game mobile -PRON-,battery,0
phone really bad expensive price -PRON- nasty camera quality nonmetallic body battery backup evil also phone highly recommend high budget,battery,0
camera battery life great quick charge support phone take -PRON- bad u take away price,processor,0
good device 7k good camera good battery backup snapdragon 425 chip good performance display quality good heating issue chat use app good delivery experience thank -PRON- flipkart,battery,1
amazing product xiaomi disadvantage phone -PRON- seperate sim slot otherwise amazing build quality amazing camera quality amazing gaming performance everything phone awesome smile face heart smile face heart smile face heart smile face heart,battery,0
work expect solid phone like nokia 3310 pair solid temper glass n solid case,delivery,1
really amazing product redmi platform worth money good performance 2 year also really great product,battery,1
evil phone price range thank u mi dis handset loaded feature premium look also thank -PRON- flipkart break unavailable offer price,battery,0
pro 7k -PRON- get 3 gb ram 32 gb rom quad core processor dual sim slot hybrid separate memory card slot 5 inch display screen light weight phone con front camera average back camera normal overall good buy -PRON- find something within range,battery,1
-PRON- good product long life battery also battery today highly use -PRON- useful -PRON- -PRON- also good easy use,battery,1
amazing product nasty delivery get super coin excellent service go backward rock flipkart thank -PRON-,processor,0
wonderful experience thank -PRON- redmi phoneafter 2 day use good performance fast processing battery 1 day full life continue use good camera,battery,1
nice decent mobile range superb camera quality battery backup stay place -PRON- let doubt,battery,0
love productit camera qualitydisplayoverall performance well good easy handle -PRON- light weightb thing least pricevery happy productdelivery service also timeoverall loveddd -PRON- thank -PRON- much flipkart,battery,1
really amazing phone price rangegood performance superb camera attractive look really amazing phone,battery,1
good game travel lover always take -PRON- phone -PRON- long life battery backup love -PRON- much,battery,1
good phone ever see one thing bad -PRON- get heat play continuous 3 hour game -PRON- never see lag frame drop -PRON- get smooth feeling like butter,battery,1
camera quality mark area like battery ahead display touch -PRON- perform ill,battery,0
phone absolutely good term performance miui11 update -PRON- become smooth term ui camera great job picture natural specially color reproduction camera awesome thank flipkart deliver -PRON- 2 day,battery,1
usual product good camera average battery backup outstanding display good u play game like pubg free fire plz play game normal middle setting otherwise mobile get hit otherwise phone good -PRON- happy -PRON- victory hand smile face hearteye,battery,1
gift phone -PRON- mom phone good price range camera average battery good long lasting,battery,1
1 awesome look feel2 camera also powerful3 happy productit thin give -PRON- sexy look front camera awesome processor also feel good use play game one drawback -PRON- need buy earphone externallybecause headset along,battery,1
good phone good price -PRON- really happy phone -PRON- suit -PRON- budget get opportunity make present -PRON- parent,battery,1
great phone budget range display brightness good want value money -PRON- want budget smart phone wait buy product,battery,1
dear flipkartthank -PRON- much product replacement timeline good thanku support customer love -PRON- -PRON- responsibility thank -PRON-,battery,1
bad performance battery forward evil excellent front camera ok hand good lack price range,battery,0
-PRON- excellent product use product -PRON- evil product expensive price -PRON- bad ill game medium graphic -PRON- camera big rich,processor,0
phone really awesome performance phone brilliant badly look plus end bad deal,delivery,0
nyc awesome phone dual 4 g volte negate really nyc phone battery forward nyc 48hrs forward ok hand ok hand ok hand ok hand ok hand ok hand ok hand thumb thumb thumb thumb thumb thumb thumb,phone,0
really flagship experience starve midrange budgethat xiaomi take away beast mobileonly one side camera bump thin -PRON- must use -PRON- inadequate cover,battery,0
far bad phone 10 15k decent camera gaming experience battery evil 13hrs let app wifi malfunction uncertain dematerialize line p app idle smooth till latency evil build quality phone back hollow plastic p,battery,0
perhaps -PRON- bad purchase flipkart awesome feature performance great camera amazing specification highly recommend range,processor,0
good phone ever use red heart red heart red heart red heart red heartselfie camera good back camera awsome blossom red heart red heart red heart display also good bettery super duper excellent red heart red heart red heart red heart red heart love itthank -PRON- flip cart red heart red heart red heart,battery,1
product good awesome always recommend product -PRON- camera build quality everything good go -PRON-,battery,1
camera1010 performance 1010display1010value money2010trust -PRON- phone perfect flagship -PRON- awesome phone xiaomi really rockedthis give really give -PRON- premium feel glass body look man 28000 great love phone,battery,1
simply awesome worth pricethank launch offersuper amazing portrait selfie camera rear cameraamazing batterylifenice display eye moviesb speed performance cost,battery,1
work expect gaseous phone like nokia 3310 pair gaseous untempered glass n gaseous case,battery,0
buy -PRON- week camera audio display user friendly light weight totally single word beyond compare,battery,1
really alfa flagship -PRON- first disagree -PRON- -PRON- feel premiumness camera excellent performance bottom notch back marvelous -PRON- support 4 g -PRON- feel -PRON- upload -PRON- take -PRON- nearly extra 1mbps speed compaire 4 g time even low,battery,0
excellent mobile redmi 8 mobile bad battery packup excellent performance hate redmi 8,delivery,0
product evil use issue till camera value money evil thing ant battery backup weak want overall starve 4 5 5 fall short,battery,0
phone really heavy unburden bad part unfashionable look unimpressive forward colour design 5 star -PRON-,battery,0
product awesome gift -PRON- roommate -PRON- happy purchase diwali sale 10 discount awesome phone range,battery,1
u go -PRON- gift phone -PRON- momand -PRON- happy analyze amazing phonealtlast jhakkkaaasssss,phone,1
excellent phone write review one year constant use phone totally worth buy battery darling smooth os camera exceptional price range could one expect,battery,1
apart camera everything coarse -PRON- take away cloudy image see pic mobile transfer lap mobile quality pixel mark price 7 nm chipset great value evil battery eye unhitch black color design miui 10 bad mobile price range,battery,0
wanna say price range past bad phone u highlighter 1 5000mah battery2 4 gb 64gb3 wireless fm4 6 22 inch ugly displayvalue money ugly look n nasty colour sell ripe u sell even ur eye open n u regret,battery,0
deliver time ekart phone great pricebattery long lastingdisplay coolcamera good rangeoverall great phone price revolve heart,battery,1
first small thank flipkart prompt delivery despite festive season redmi ignore 7 anti moonlight evil affordable flagship must,delivery,0
-PRON- phone nice brighting -PRON- battery backup excellent display average well,battery,1
value money low budget awesome mobile great camera great performance deliver fast thank flipkart -PRON- faste service,battery,1
thank u starve bad service ekart mr amin -PRON- bad guy starve fast service thank little value moneny fold hand fold hand,battery,0
amazing product yet redmi sleek design high mp cameras swift functionality make -PRON- perfect purchase,processor,1
nice one good camera battery cell performance super many hidden feature overall redmi note 7 pro nice pick need ear phone mi superb high cost,battery,1
use first 6 monthsthe phone malfunction imperfectly finebattery last thin one day immoderate gross usagecamera quality medium infact excellent non photographic usage apple samsung beat -PRON- voice clarity bad overall evil,battery,0
everything seem good till nice camera quality important thing -PRON- come phone everybody want clear good quality picture capture -PRON- memory suggest -PRON- buy -PRON- -PRON- good device aspect basic technology say buy -PRON- -PRON- regret,battery,1
beast24hours usage reviewperformance 1010pubgfifa run without glitchdesign 1010camera 710im really phone photographythe camera performance mediocrebattery 9510value money 100010the good phone purchase 15k -PRON- know ditch -PRON- iphone 7 phone,battery,1
phone malfunction evil problem storage yu phone sell 3 gb ram 64 gb external memoryoverall pwoli phone,battery,0
nice phone value money display jus awesome auto brightness fabulous performance good battry say 45 camera average overall good package,battery,1
good phone price range yet check phone performance well flipkart speedy delivery,battery,1
phone amazing issue battery life get fast overall performance waooo,battery,1
phone goodbattery backup one day time net usersound quality headphone loudspeaker goodfast charge support give charger also charge well front camera nicerear also good performance oki check heavy gameyou go -PRON-,battery,1
really great mobile reasonably price compare -PRON- peer display crisp clear 48 mp camera treat absolutely lag gaming task full mark phone,battery,1
good mobile budget priceperformance good touch fluid miss thing ir blaster finger print sensor otherwise -PRON- look like premium mobile,battery,1
really happy make good choice mobile red -PRON- note 7 pro really rock thank flipcart courier partner timely delivery sign horn sign horn,battery,1
baleshwar yadav khutauna pathrahi dist madhubani bihar good project happy filiptcat redmi note 7 prois nice camera nice every thing thank filiptcat victory hand,processor,1
colour deluxe performance great unofficial work light user play game rate -PRON- bad student high budget sdm439 great hate -PRON-,battery,0
gift mobile -PRON- wife -PRON- little unhappy fractional function approach sell product flipkart starve evil bad service offer,battery,0
good phone good quality value moneycamera battery well good phone flipkart 2 minute sale,battery,1
battery life bad front camera ok selfie camera evil processor bad handset leave cold never hour use overall bad budget phone,battery,0
awesome phone price rs 6300 dusshera festive dealno phone beat -PRON- 3 gb ram 32 gb rom quality range great sound display thank flipkart,battery,0
write review use 4 weekshighperformance without lag game well rammemory price range cam clarity also good overall ill give 5star rating,battery,1
nice mobile one time first first time online order time fast good felkart boy delivery fast delivery,delivery,1
happy phone good budget phone normal day day usage -PRON- want -PRON- got spend,phone,1
till yesterday take feedback flipkart ecomerce site phone break -PRON- write something -PRON- wow product 5999 awsm really,battery,0
redmi note 7 pro awesome phone price ranch bbd offer extra profitover good product thank flipkart boy fast delivery,battery,1
awesome phone camera qualityexcellent camera qualityjust nail itscreen display quality superb -PRON- fast great performance ram management good rear camera take great photo well light area well low light area -PRON- practical great phone price go blindly -PRON- regret -PRON-,battery,1
-PRON- brilliant phone empty powerless performance superb camera good value money moment,battery,0
flipkart wonderfulfirst time deliver -PRON- mobile defective replacement mobele send request -PRON- also quickly mobile also good awesome nice executive person standard maintain keep go flipkart full fill satisfy -PRON- order thank flipkart amazing,delivery,1
excellent phone value money camera quality bad big updation battery life excellent performance bad,delivery,0
awesome mobile expensive price nasty camera quality battery backup hang g problem fast idle slim ang evil touch quality well mobile 11999,battery,0
mi note 7 good quality nd budget smartphone love mi product nd also happy buy flipkart,battery,1
product xiaomi credible disorder -PRON- 7th march leave -PRON- 8th march 9 00am fast delivery keep -PRON-,processor,0
one month use word redmi note 71 look -PRON- look really nice seem costly people come -PRON- n ask brand smile face halo2 battery 4000mah battery performe really good3 processorit ease n smooth4 cost pocket friendly,battery,1
super battery evil camera bad display veri bad sound fantastic performance first value money 8000 -PRON- name pranay moses super phone -PRON- purchase,battery,0
sell realme 3 anti alsobut performance ill redmi note 7 pro bad miui 10 2 evil,delivery,0
play pubg -PRON- end cool issue soothe -PRON- except phone awesome camera evil perfomance goodit look bad display proximate -PRON- ir blast,battery,0
evil phone price badly performance redmi 6 univalent camera fingerprint charger bad battery backup badly,battery,0
awesome packaging delivery everything excellent say farewell -PRON- order immediately 2 day dislike lot thank -PRON- much phone malfunction imperfectly,delivery,0
nice phone 15kgood cameragood 189 displaygood lookingnice batterynice 636 processorgood 64 gb infernalgood 4 gb ram,battery,1
awesome product value money 8k evil battery thank flipkart mi mahabubnagar,battery,0
lightweight good battery good camera good configuration overall nice deal price,processor,1
bad phone 30k yet -PRON- sd855 handle everything like champ back cam slightly flash selfies pubg gameplay frame drop issue -PRON- dematerialise often -PRON- unfasten update flagship killer reason evil battery backup display awesome -PRON- take premium feel hand bad,battery,0
far good phone purchase technically par lead brand excellent camera amazing battery backup love full screen experience amazing tech mi,processor,1
actually one year buy redmi 5athat superb mobile term claritycamera processer mind thought buy redmi 8 bit disappointment screen clarity camera battery performance okayfinally redmi 8 value -PRON- money,battery,1
exclusive fantastic phone price thank flipkart gift sumone trust -PRON- -PRON- r shock see excellent phone feature course price thank u sooooooo much flipkart always thank u love u team flipkart delivery partner alsooo smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye smile face smile eye,delivery,1
ignore impersonally like device -PRON- secondry phone camera quality indecent phone resolution bad battery backup unfair sum -PRON- -PRON- happy,battery,0
unhappy performance immobile bad feature bad rate also thank flipkart provide amazing offer,battery,0
really cool performance overheat like redmi phone heavy usage really good camera lag great 4 g speed play pubg -PRON- almost 56 hour continuously without charge -PRON- overheat neither lag great phone go ahead buy -PRON-,battery,0
one bad back incapable handset 12k astro black colour lovely camera joy use also display bad price,processor,0
-PRON- awesome doubtful phone similar configuration charge last 2 day -PRON- regular use game canera good meet -PRON- expectation week use -PRON- let see,battery,1
-PRON- awssom mobile great battery life average camera qualityall bad price segmenti happy,battery,1
